batch,fg_code,prod_desc
40463HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40464HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40465HJ1,40796,Clonazepam Tab USP 0.5mg 500
40466HJ1,40796,Clonazepam Tab USP 0.5mg 500
40467HF1,40710,Clonazepam Tab USP 0.5mg 100
40469,30100,Cor  Nicotine  Pol Mini Loz 4mg Cherry
40470HF1,40147,Oxybutynin Cl ER Tab USP 15mg 100
40482HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
40483HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
40484HK1,40657,Metoprolol Tar Tab USP100mg 1000
40485HK1,40657,Metoprolol Tar Tab USP100mg 1000
40486HK1,40657,Metoprolol Tar Tab USP100mg 1000
40487HK1,40657,Metoprolol Tar Tab USP100mg 1000
40488HK1,40657,Metoprolol Tar Tab USP100mg 1000
40489HK1,40657,Metoprolol Tar Tab USP100mg 1000
40495HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40496HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40497HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40498HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40499HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40500HK1,40653,Metoprolol Tar Tab USP 25mg 1000
40501HJ1,40707,Metoprolol Tar Tab USP 25mg 500
40502HF1,40565,Baclofen Tab USP 20mg 100
40503HJ1,40616,Carvedilol Tab USP 3.125mg 500
40504HF2,40592,Baclofen Tab USP 10mg 100
40505HK1,40726,Baclofen Tab USP 10mg 1000
40506HC1,40293,Amiodarone HCl Tab USP 400mg 30
40510GB1,40671,Nitroglycerin Sub Tab USP 0.3mg 1x100
40511GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40512GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40513GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40514GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40515GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40519GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40520GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40521GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40522GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40523HF1,40682,Acetazolamide Tab USP 250mg 100
40524HF1,40682,Acetazolamide Tab USP 250mg 100
40525HF1,40682,Acetazolamide Tab USP 250mg 100
40526HK1,40706,Sildenafil Tab USP 100mg 1000
40527HK1,40706,Sildenafil Tab USP 100mg 1000
40528HK1,40706,Sildenafil Tab USP 100mg 1000
40529HK1,40706,Sildenafil Tab USP 100mg 1000
40530HK1,40706,Sildenafil Tab USP 100mg 1000
40531HC1,40293,Amiodarone HCl Tab USP 400mg 30
40532HJ2,40703,Sildenafil Tab USP 25mg 500
40533HJ1,40703,Sildenafil Tab USP 25mg 500
40534,30086,Cor Nicotine Pol Loz 2mg Mint
40535,30086,Cor Nicotine Pol Loz 2mg Mint
40536,30088,Cor Nicotine Pol Loz 4mg Mint
40537,30088,Cor Nicotine Pol Loz 4mg Mint
40538HF1,40446,Isosorbide Dinitrate Tab USP 40mg 100
40539HF1,40442,Isosorbide Dinitrate Tab USP 10mg 100
40540HF1,40636,Oxcarbazepine Tab USP 600mg 100
40541HF1,40694,Midodrine HCl Tab USP 2.5mg 100
40542NA2,41141,Aze Hcl + Flu Pro NS USP 137/50 mcg/spr
40543NA1,41141,Aze Hcl + Flu Pro NS USP 137/50 mcg/spr
40544NA1,41141,Aze Hcl + Flu Pro NS USP 137/50 mcg/spr
40545HF1,40907,Glipizide Tab USP 10mg 100
40546HJ1,40908,Glipizide Tab USP 10mg 500
40547HK1,40525,Glipizide Tab USP 10mg 1000
40548HF1,40592,Baclofen Tab USP 10mg 100
40549HF1,40592,Baclofen Tab USP 10mg 100
40550HF1,40592,Baclofen Tab USP 10mg 100
40550HJ1,40595,Baclofen Tab USP 10mg 500
40551HJ1,40595,Baclofen Tab USP 10mg 500
40552HK1,40726,Baclofen Tab USP 10mg 1000
40553HF1,40016,Baclofen Tab USP 10mg 100 TRU
40558HF1,40678,Labetalol HCl Tab USP 300mg 100
40558HJ1,40679,Labetalol HCl Tab USP 300mg 500
40559HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40560HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40561HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40562HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40563HJ1,40677,Labetalol HCl Tab USP 200mg 500
40564HJ1,40677,Labetalol HCl Tab USP 200mg 500
40565HJ1,40677,Labetalol HCl Tab USP 200mg 500
40566HC1,40293,Amiodarone HCl Tab USP 400mg 30
40568,30410,Ble CG Pot Chl ER Tab USP 15mEq KlorCon
40569HJ1,40616,Carvedilol Tab USP 3.125mg 500
40569HK1,40665,Carvedilol Tab USP 3.125mg 1000
40570HF1,40146,Oxybutynin Cl ER Tab USP 10mg 100
40572HF2,40500,Pot. Chl ER Tab USP 15mEq 100 AB1
40573HF1,40627,Primidone Tab USP 250mg100
40574HJ1,40701,Tramadol HCl Tab USP 50mg 500
40575HF1,40700,Tramadol HCl Tab USP 50mg 100
40576HF1,40700,Tramadol HCl Tab USP 50mg 100
40577HF1,40742,Tramadol HCl Tab USP 100mg 100
40578HF1,40742,Tramadol HCl Tab USP 100mg 100
40579HJ1,40879,Diclofenac sod DR Tab USP 75mg 500
40580HJ1,40879,Diclofenac sod DR Tab USP 75mg 500
40581HJ1,40879,Diclofenac sod DR Tab USP 75mg 500
40582HD1,40155,Diclofenac Sod DR Tab USP 75mg 60
40582HF1,40156,Diclofenac Sod DR Tab USP 75mg 100
40582HK1,40157,Diclofenac Sod DR Tab USP 75mg 1000
40589HK1,40741,Sildenafil Tab USP 20mg 1000
40590HK1,40741,Sildenafil Tab USP 20mg 1000
40591HK1,40741,Sildenafil Tab USP 20mg 1000
40592HK1,40741,Sildenafil Tab USP 20mg 1000
40593HE1,40566,Sildenafil Tab USP 20mg 90
40594HK1,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
40595HK1,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
40596HF1,40011,Cyclobenzaprine HCl Tab USP 10mg 100 TRU
40596HK1,40166,Cyclobenzaprine HCL Tab USP 10mg1000 TRU
40597HK2,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
40598HF1,40011,Cyclobenzaprine HCl Tab USP 10mg 100 TRU
40598HJ1,40012,Cyclobenzaprine HCl Tab USP 10mg 500 TRU
40599HK1,40166,Cyclobenzaprine HCL Tab USP 10mg1000 TRU
40600HK2,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
40601HK2,40729,Baclofen Tab USP 20mg 1000
40602HK1,40729,Baclofen Tab USP 20mg 1000
40603HF1,40019,Baclofen Tab USP 20mg 100 TRU
40603HK2,40729,Baclofen Tab USP 20mg 1000
40604HF1,40019,Baclofen Tab USP 20mg 100 TRU
40606HJ1,40511,Cyclobenzaprine HCl Tab USP 5mg 500
40607HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
40608HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
40609HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
40610HK1,40728,Cyclobenzaprine HCl Tab USP 5mg 1000
40611HF2,40007,Cyclobenzaprine HCl Tab USP 5mg 100 TRU
40612HF2,40007,Cyclobenzaprine HCl Tab USP 5mg 100 TRU
40613HF1,40307,Buspirone HCl Tab USP 5mg 100
40614HF1,40307,Buspirone HCl Tab USP 5mg 100
40615HF1,40307,Buspirone HCl Tab USP 5mg 100
40616HJ1,40308,Buspirone HCl Tab USP 5mg 500
40619HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40620HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40621HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40622HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40623HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40633HF1,40013,Baclofen Tab USP 5mg 100 TRU
40634HF1,40013,Baclofen Tab USP 5mg 100 TRU
40635HF1,40013,Baclofen Tab USP 5mg 100 TRU
40636HF1,40013,Baclofen Tab USP 5mg 100 TRU
40636HF2,40601,Baclofen Tab USP 5mg 100
40637,30100,Cor  Nicotine  Pol Mini Loz 4mg Cherry
40638HJ1,40622,Carvedilol Tab USP 25mg 500
40639HJ1,40622,Carvedilol Tab USP 25mg 500
40640HF2,40621,Carvedilol Tab USP 25mg 100
40641HJ1,40622,Carvedilol Tab USP 25mg 500
40642HJ1,40622,Carvedilol Tab USP 25mg 500
40645HK2,40166,Cyclobenzaprine HCL Tab USP 10mg1000 TRU
40646HK1,40513,Cyclobenzaprine HCl Tab USP 10mg 1000
40647HJ1,40512,Cyclobenzaprine HCl Tab USP 10mg 500
40648HF1,40147,Oxybutynin Cl ER Tab USP 15mg 100
40649HF1,40307,Buspirone HCl Tab USP 5mg 100
40657HC1,40293,Amiodarone HCl Tab USP 400mg 30
40659HC1,40293,Amiodarone HCl Tab USP 400mg 30
40660HC1,40293,Amiodarone HCl Tab USP 400mg 30
40661HF1,40864,Cevimeline HCl Cap 30mg 100
40662HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40663HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40664HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40665HC2,40026,Sapropterin DiHCl Tab 100mg 30 DIP TUR
40666HC2,40026,Sapropterin DiHCl Tab 100mg 30 DIP TUR
40667HC2,40026,Sapropterin DiHCl Tab 100mg 30 DIP TUR
40668SB1,40217,Potassium Chl Ora sol 20mEq 30
40669SB1,40217,Potassium Chl Ora sol 20mEq 30
40670SB2,40217,Potassium Chl Ora sol 20mEq 30
40671SB1,40217,Potassium Chl Ora sol 20mEq 30
40672HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
40673HJ1,40894,Carbi + Levo tab USP 25/250mg 500 Tru
40673HJ2,40833,Carbi + Levo tab USP 25/250mg 500
40673HK1,40895,Carbi + Levo tab USP 25/250mg 1000 Tru
40673HK2,40486,Carbi + Levo tab USP 25/250mg 1000
40674HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40675HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40676HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40677HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40678HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40679HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40680HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40681HF1,40007,Cyclobenzaprine HCl Tab USP 5mg 100 TRU
40682HF1,40007,Cyclobenzaprine HCl Tab USP 5mg 100 TRU
40683HK1,40166,Cyclobenzaprine HCL Tab USP 10mg1000 TRU
40684HK1,40166,Cyclobenzaprine HCL Tab USP 10mg1000 TRU
40685HK1,40166,Cyclobenzaprine HCL Tab USP 10mg1000 TRU
40690HJ1,40616,Carvedilol Tab USP 3.125mg 500
40691HE1,40566,Sildenafil Tab USP 20mg 90
40693HF1,40307,Buspirone HCl Tab USP 5mg 100
40694HF1,40307,Buspirone HCl Tab USP 5mg 100
40695HD1,40311,Buspirone HCl Tab USP 15mg 60
40696HF1,40592,Baclofen Tab USP 10mg 100
40697HF1,40592,Baclofen Tab USP 10mg 100
40698HF1,40592,Baclofen Tab USP 10mg 100
40699HJ1,40595,Baclofen Tab USP 10mg 500
40700HJ1,40595,Baclofen Tab USP 10mg 500
40701HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40702HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40703HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40704HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40705HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40706HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40707HF1,40676,Labetalol HCl Tab USP 200mg 100
40708HJ1,40677,Labetalol HCl Tab USP 200mg 500
40709HJ1,40677,Labetalol HCl Tab USP 200mg 500
40710HJ1,40677,Labetalol HCl Tab USP 200mg 500
40711HF1,40907,Glipizide Tab USP 10mg 100
40712HJ1,40908,Glipizide Tab USP 10mg 500
40713HK1,40525,Glipizide Tab USP 10mg 1000
40717HE1,40969,Desvenlafaxine ER Tab 50 mg 90
40718HE3,40969,Desvenlafaxine ER Tab 50 mg 90
40719HE3,40969,Desvenlafaxine ER Tab 50 mg 90
40720HF1,40905,Glipizide Tab USP 5 mg 100
40721HJ1,40906,Glipizide Tab USP 5 mg 500
40722HK2,40519,Glipizide Tab USP 5 mg 1000
40724HF1,40146,Oxybutynin Cl ER Tab USP 10mg 100
40725HF1,40146,Oxybutynin Cl ER Tab USP 10mg 100
40727HK2,40492,Carbi + Levo tab USP 25/100mg 1000
40728HK2,40492,Carbi + Levo tab USP 25/100mg 1000
40729HJ1,40897,Carbi + Levo tab USP 25/100mg 500 Tru
40729HK1,40492,Carbi + Levo tab USP 25/100mg 1000
40730HJ1,40897,Carbi + Levo tab USP 25/100mg 500 Tru
40731HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
40732HF1,40896,Carbi + Levo tab USP 25/100mg 100 Tru
40733HJ1,40897,Carbi + Levo tab USP 25/100mg 500 Tru
40734HK1,40898,Carbi + Levo tab USP 25/100mg 1000 Tru
40735HF1,40617,Carvedilol Tab USP 6.25mg 100
40736HJ1,40879,Diclofenac sod DR Tab USP 75mg 500
40737HJ1,40879,Diclofenac sod DR Tab USP 75mg 500
40738HJ1,40879,Diclofenac sod DR Tab USP 75mg 500
40739HK1,40157,Diclofenac Sod DR Tab USP 75mg 1000
40740HK1,40657,Metoprolol Tar Tab USP100mg 1000
40741HK1,40657,Metoprolol Tar Tab USP100mg 1000
40742HK1,40657,Metoprolol Tar Tab USP100mg 1000
40743HF1,40171,"Metoprolol Tart. Tab USP 100mg,100's,TRU"
40744HK1,40657,Metoprolol Tar Tab USP100mg 1000
40745HK1,40657,Metoprolol Tar Tab USP100mg 1000
40746HK1,40657,Metoprolol Tar Tab USP100mg 1000
40747HK1,40657,Metoprolol Tar Tab USP100mg 1000
40748HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
40749HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
40750HC1,40690,Desvenlafaxine ER Tab 25mg 30
40751HC1,40690,Desvenlafaxine ER Tab 25mg 30
40752HC1,40690,Desvenlafaxine ER Tab 25mg 30
40753HC1,40690,Desvenlafaxine ER Tab 25mg 30
40754HC1,40690,Desvenlafaxine ER Tab 25mg 30
40755HC1,40690,Desvenlafaxine ER Tab 25mg 30
40762HJ1,40797,Clonazepam Tab USP 1mg 500
40763HJ1,40797,Clonazepam Tab USP 1mg 500
40764HJ1,40797,Clonazepam Tab USP 1mg 500
40765HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
40766HK1,40172,"Metoprolol Tart.Tab USP 100mg,1000's,TRU"
40767HK2,40657,Metoprolol Tar Tab USP100mg 1000
40768HF1,40623,Primidone Tab USP 50mg 100
40769HJ1,40624,Primidone Tab USP 50mg 500
40773HF1,40627,Primidone Tab USP 250mg100
40774HF1,40627,Primidone Tab USP 250mg100
40775HJ2,40628,Primidone Tab USP 250mg 500
40776HC1,40974,Diclofenac Pot Tab USP 25 mg 30 Tri
40776HD1,40699,Diclofenac Pot Tab USP 25mg 60 INA
40777HD1,40699,Diclofenac Pot Tab USP 25mg 60 INA
40777HD2,41026,Diclofenac Pot Tab USP 25 mg 60 Tri
40778HD1,40699,Diclofenac Pot Tab USP 25mg 60 INA
40779HF1,40208,Potassium Chl ER Tab USP 10mEq 100 AB3
40780HF1,40208,Potassium Chl ER Tab USP 10mEq 100 AB3
40781HF1,40208,Potassium Chl ER Tab USP 10mEq 100 AB3
40782HF1,40713,Clonazepam Tab USP 1mg 100
40783HJ1,40797,Clonazepam Tab USP 1mg 500
40784HJ1,40797,Clonazepam Tab USP 1mg 500
40785HJ1,40796,Clonazepam Tab USP 0.5mg 500
40786HJ1,40796,Clonazepam Tab USP 0.5mg 500
40787HC1,40669,Desvenlafaxine ER Tab 100 mg 30
40788HE1,40970,Desvenlafaxine ER Tab 100 mg 90
40789HE1,40970,Desvenlafaxine ER Tab 100 mg 90
40790HF1,40309,Buspirone HCl Tab USP 10mg 100
40791HF1,40309,Buspirone HCl Tab USP 10mg 100
40792HF1,40309,Buspirone HCl Tab USP 10mg 100
40793HF1,40309,Buspirone HCl Tab USP 10mg 100
40794HF1,40678,Labetalol HCl Tab USP 300mg 100
40795HF1,40678,Labetalol HCl Tab USP 300mg 100
40796HJ1,40679,Labetalol HCl Tab USP 300mg 500
40797HF1,40674,Labetalol HCl Tab USP 100mg 100
40798HJ1,40675,Labetalol HCl Tab USP 100mg 500
40799HF1,40151,Diclofenac Sod DR Tab USP 25mg 100
40800HF1,40153,Diclofenac Sod DR Tab USP 50 mg 100
40801HF1,40153,Diclofenac Sod DR Tab USP 50 mg 100
40802HF1,40153,Diclofenac Sod DR Tab USP 50 mg 100
40803HF1,40215,Isosorbide Dinitrate Tab USP 30mg 100
40804HF1,40215,Isosorbide Dinitrate Tab USP 30mg 100
40805HK1,40216,Isosorbide Dinitrate Tab USP 30mg 1000
40806HF1,40864,Cevimeline HCl Cap 30mg 100
40807HF1,40864,Cevimeline HCl Cap 30mg 100
40808HF1,40864,Cevimeline HCl Cap 30mg 100
40809HF1,40864,Cevimeline HCl Cap 30mg 100
40810HF1,40864,Cevimeline HCl Cap 30mg 100
40813HJ1,40677,Labetalol HCl Tab USP 200mg 500
40823HF1,40147,Oxybutynin Cl ER Tab USP 15mg 100
40824HF1,40146,Oxybutynin Cl ER Tab USP 10mg 100
40830HF1,40145,Oxybutynin Cl ER Tab USP 5mg 100
40831,30088,Cor Nicotine Pol Loz 4mg Mint
40832,30088,Cor Nicotine Pol Loz 4mg Mint
40833HK1,40657,Metoprolol Tar Tab USP100mg 1000
40834HK1,40657,Metoprolol Tar Tab USP100mg 1000
40835HK1,40653,Metoprolol Tar Tab USP 25mg 1000
40836HK1,40653,Metoprolol Tar Tab USP 25mg 1000
40837HK1,40653,Metoprolol Tar Tab USP 25mg 1000
40838HK1,40653,Metoprolol Tar Tab USP 25mg 1000
40839HK1,40653,Metoprolol Tar Tab USP 25mg 1000
40840HJ1,40707,Metoprolol Tar Tab USP 25mg 500
40841HJ1,40707,Metoprolol Tar Tab USP 25mg 500
40844HH1,40163,Tizanidine HCl Cap 6mg 150
40845HH1,40162,Tizanidine HCl Cap 4mg 150
40846HF1,40742,Tramadol HCl Tab USP 100mg 100
40846HF2,40742,Tramadol HCl Tab USP 100mg 100
40846HK1,40205,"Tramadol HCl Tab USP 100 mg, 1000's"
40847HF1,40742,Tramadol HCl Tab USP 100mg 100
40848HF1,40742,Tramadol HCl Tab USP 100mg 100
40849HF1,40742,Tramadol HCl Tab USP 100mg 100
40850HF1,40742,Tramadol HCl Tab USP 100mg 100
40851HH1,40161,Tizanidine HCl Cap 2mg 150
40861HF1,40146,Oxybutynin Cl ER Tab USP 10mg 100
40862HF1,40742,Tramadol HCl Tab USP 100mg 100
40863HF1,40150,Midodrine HCL Tab USP 10mg 100 TRU
40864HF1,40696,Midodrine HCl Tab USP 10mg 100
40865HF1,40696,Midodrine HCl Tab USP 10mg 100
40866HF1,40891,Carbi + Levo tab USP 10/100mg 100 Tru
40867HK1,40667,Carvedilol Tab USP 25mg 1000
40868HK1,40667,Carvedilol Tab USP 25mg 1000
40870HF1,40463,Triamterene & HCTZ Tab USP 75/50mg 100
40871HJ1,40620,Carvedilol Tab USP 12.5mg 500
40872HJ1,40618,Carvedilol Tab USP 6.25mg 500
40874HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
40875HK1,40741,Sildenafil Tab USP 20mg 1000
40876HK1,40741,Sildenafil Tab USP 20mg 1000
40877HK1,40741,Sildenafil Tab USP 20mg 1000
40879GB1,40672,Nitroglycerin Sub Tab USP 0.4mg 1X100
40880GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40881GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40882GA1,40686,Nitroglycerin Sub Tab USP 0.4mg 4X25
40883GB1,40671,Nitroglycerin Sub Tab USP 0.3mg 1x100
40884HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40885HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40886HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40887HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40888HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40889HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40890HJ1,40452,Potassium Chl ER Tab USP 20mEq 500 AB3
40891HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40892HF1,40304,Potassium Chl ER Tab USP 20mEq 100 AB3
40894HJ1,40834,Triamterene & HCTZ Tab USP 37.5/25mg 500
40895HF1,40651,Metolazone Tab USP 10mg 100
40896HF1,40695,Midodrine HCl Tab USP 5 mg 100
40897HF1,40695,Midodrine HCl Tab USP 5 mg 100
40898HF1,40149,Midodrine HCl Tab USP 5mg 100 TRU
40899HJ1,40835,Triamterene & HCTZ Tab USP 75/50 mg 500
40900,30086,Cor Nicotine Pol Loz 2mg Mint
40901,30086,Cor Nicotine Pol Loz 2mg Mint
40903HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40904HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40905HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40906HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40907HK1,40655,Metoprolol Tar Tab USP 50mg 1000
40908HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
40909HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
40910HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
40911HK1,40170,"Metoprolol Tart. Tab USP 50mg,1000's,TRU"
40912HF1,40169,"Metoprolol Tart. Tab USP 50mg,100's,TRU"
40913HF1,40700,Tramadol HCl Tab USP 50mg 100
40914HF1,40019,Baclofen Tab USP 20mg 100 TRU
40914HJ1,40727,Baclofen Tab USP 20mg 500
40915HK1,40021,Baclofen Tab USP 20mg 1000 TRU
40916HF1,40650,Metolazone Tab USP 5mg 100
40917HF1,40650,Metolazone Tab USP 5mg 100
40918HF1,40649,Metolazone Tab USP 2.5mg 100
40919HF1,40649,Metolazone Tab USP 2.5mg 100
40920HF1,40649,Metolazone Tab USP 2.5mg 100
40921HJ1,40511,Cyclobenzaprine HCl Tab USP 5mg 500
40922HJ1,40511,Cyclobenzaprine HCl Tab USP 5mg 500
40923HJ1,40008,Cyclobenzaprine HCl Tab USP 5mg 500 TRU
40925HF1,40446,Isosorbide Dinitrate Tab USP 40mg 100
40926HC1,40774,Tranexamic Acid Tab USP 650 mg 30
40927HC1,40774,Tranexamic Acid Tab USP 650 mg 30
40928HC1,40774,Tranexamic Acid Tab USP 650 mg 30
40930GB1,40673,Nitroglycerin Sub Tab USP 0.6mg 1X100
40939BF1,40978,SKIIP Mini Loz 2 mg Mint 2x10 Wel KSA
40939BF2,40978,SKIIP Mini Loz 2 mg Mint 2x10 Wel KSA
40940HF1,40601,Baclofen Tab USP 5mg 100
40941HF1,40601,Baclofen Tab USP 5mg 100
40942HF1,40013,Baclofen Tab USP 5mg 100 TRU
40943HF1,40013,Baclofen Tab USP 5mg 100 TRU
40944BD1,40225,Loratadine OD Tab USP 10mg 1x10
40945BH1,40224,Loratadine OD Tab USP 10mg 3x10
40946HF1,40660,Metoprolol Tar Tab USP 37.5mg 100
40947HK1,40726,Baclofen Tab USP 10mg 1000
40948HF1,40016,Baclofen Tab USP 10mg 100 TRU
40949HJ1,40017,Baclofen Tab USP 10mg 500 TRU
40949HK1,40018,Baclofen Tab USP 10mg 1000 TRU
40950HF1,40442,Isosorbide Dinitrate Tab USP 10mg 100
40951HF1,40442,Isosorbide Dinitrate Tab USP 10mg 100
40952HF1,40442,Isosorbide Dinitrate Tab USP 10mg 100
40953HF1,40442,Isosorbide Dinitrate Tab USP 10mg 100
40955HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
40956HF1,40440,Isosorbide Dinitrate Tab USP 5mg 100
