actor_id,first_name,last_name,film_id,title,total_revenue,actor_share,avg_actor_share
16,FRED,COSTNER,271,EASY GLADIATOR,150.77,50.25666666666667,33.69466666666667
16,FRED,COSTNER,583,MISSION ZOOLANDER,126.82000000000001,25.364,33.69466666666667
17,HELEN,VOIGHT,127,CAT CONEHEADS,181.70000000000002,45.425000000000004,28.248928571428575
17,HELEN,VOIGHT,521,LIES TREATMENT,147.73000000000002,21.104285714285716,28.248928571428575
17,HELEN,VOIGHT,603,MOVIE SHAKESPEARE,145.74,18.2175,28.248928571428575
18,DAN,TORN,460,INNOCENT USUAL,191.74,63.913333333333334,30.860925925925926
18,DAN,TORN,172,CONEHEADS SMOOCHY,136.75,15.194444444444445,30.860925925925926
18,DAN,TORN,484,JERK PAYCHECK,107.80000000000001,13.475000000000001,30.860925925925926
19,BOB,FAWCETT,670,PELICAN COMFORTS,188.74,37.748000000000005,23.27508333333334
19,BOB,FAWCETT,771,SCORPION APOLLO,168.77,21.09625,23.27508333333334
19,BOB,FAWCETT,785,SHAWSHANK BUBBLE,109.81,10.981,23.27508333333334
20,LUCILLE,TRACY,527,LOLA AGENT,159.76,26.626666666666665,20.51377777777778
20,LUCILLE,TRACY,243,DOORS PRESIDENT,123.81,13.756666666666668,20.51377777777778
20,LUCILLE,TRACY,274,EGG IGBY,105.79,21.158,20.51377777777778
21,KIRSTEN,PALTROW,893,TITANS JERK,201.71,28.815714285714286,25.951269841269838
21,KIRSTEN,PALTROW,159,CLOSER BANG,172.72,28.786666666666665,25.951269841269838
21,KIRSTEN,PALTROW,253,DRIFTER COMMANDMENTS,141.76,20.25142857142857,25.951269841269838
22,ELVIS,MARX,369,GOODFELLAS SALUTE,209.69,26.21125,24.60263888888889
22,ELVIS,MARX,775,SEATTLE EXPECATIONS,163.75,27.291666666666668,24.60263888888889
22,ELVIS,MARX,964,WATERFRONT DELIVERANCE,121.83,20.305,24.60263888888889
23,SANDRA,KILMER,856,STREETCAR INTENTIONS,148.75,21.25,24.195238095238096
23,SANDRA,KILMER,804,SLEEPING SUSPECTS,131.76,32.94,24.195238095238096
23,SANDRA,KILMER,117,CANDLES GRAPES,128.77,18.395714285714288,24.195238095238096
24,CAMERON,STREEP,603,MOVIE SHAKESPEARE,145.74,18.2175,16.429166666666667
24,CAMERON,STREEP,112,CALENDAR GUNFIGHT,141.79,17.72375,16.429166666666667
24,CAMERON,STREEP,199,CUPBOARD SINNERS,106.77000000000001,13.346250000000001,16.429166666666667
25,KEVIN,BLOOM,21,AMERICAN CIRCUS,167.78,33.556,28.734444444444446
25,KEVIN,BLOOM,86,BOOGIE AMELIE,163.70000000000002,27.283333333333335,28.734444444444446
25,KEVIN,BLOOM,583,MISSION ZOOLANDER,126.82000000000001,25.364,28.734444444444446
26,RIP,CRAWFORD,764,SATURDAY LAMBS,204.72,22.746666666666666,32.59638888888889
26,RIP,CRAWFORD,103,BUCKET BROTHERHOOD,180.66,30.11,32.59638888888889
26,RIP,CRAWFORD,715,RANGE MOONWALKER,179.73000000000002,44.932500000000005,32.59638888888889
27,JULIA,MCQUEEN,771,SCORPION APOLLO,168.77,21.09625,18.41975529100529
27,JULIA,MCQUEEN,172,CONEHEADS SMOOCHY,136.75,15.194444444444445,18.41975529100529
27,JULIA,MCQUEEN,500,KISS GLORY,132.78,18.96857142857143,18.41975529100529
28,WOODY,HOFFMAN,879,TELEGRAPH VOYAGE,231.73000000000002,33.104285714285716,30.285317460317458
28,WOODY,HOFFMAN,973,WIFE TURN,223.69,37.281666666666666,30.285317460317458
28,WOODY,HOFFMAN,551,MAIDEN HOME,163.76,20.47,30.285317460317458
29,ALEC,WAYNE,444,HUSTLER PARTY,190.78,47.695,32.44314814814815
29,ALEC,WAYNE,131,CENTER DINOSAUR,137.76,34.44,32.44314814814815
29,ALEC,WAYNE,172,CONEHEADS SMOOCHY,136.75,15.194444444444445,32.44314814814815
30,SANDRA,PECK,838,STAGECOACH ARMAGEDDON,154.74,25.790000000000003,27.56416666666667
30,SANDRA,PECK,69,BEVERLY OUTLAW,115.79,28.9475,27.56416666666667
30,SANDRA,PECK,77,BIRDS PERDITION,111.82000000000001,27.955000000000002,27.56416666666667
31,SISSY,SOBIESKI,637,OPEN AFRICAN,113.79,12.643333333333334,18.976969696969697
31,SISSY,SOBIESKI,739,ROCKY WAR,107.84,35.946666666666665,18.976969696969697
31,SISSY,SOBIESKI,880,TELEMARK HEARTBREAKERS,91.75,8.340909090909092,18.976969696969697
32,TIM,HACKMAN,103,BUCKET BROTHERHOOD,180.66,30.11,20.393333333333334
32,TIM,HACKMAN,112,CALENDAR GUNFIGHT,141.79,17.72375,20.393333333333334
32,TIM,HACKMAN,199,CUPBOARD SINNERS,106.77000000000001,13.346250000000001,20.393333333333334
33,MILLA,PECK,775,SEATTLE EXPECATIONS,163.75,27.291666666666668,31.869583333333335
33,MILLA,PECK,972,WHISPERER GIANT,151.78,50.593333333333334,31.869583333333335
33,MILLA,PECK,112,CALENDAR GUNFIGHT,141.79,17.72375,31.869583333333335
34,AUDREY,OLIVIER,244,DORADO NOTTING,176.73000000000002,44.182500000000005,27.401362433862435
34,AUDREY,OLIVIER,846,STING PERSONAL,159.79,22.827142857142857,27.401362433862435
34,AUDREY,OLIVIER,172,CONEHEADS SMOOCHY,136.75,15.194444444444445,27.401362433862435
35,JUDY,DEAN,10,ALADDIN CALENDAR,131.77,16.47125,15.82779761904762
35,JUDY,DEAN,738,ROCKETEER MOTHER,116.67,16.667142857142856,15.82779761904762
35,JUDY,DEAN,35,ARACHNOPHOBIA ROLLERCOASTER,114.76,14.345,15.82779761904762
36,BURT,DUKAKIS,715,RANGE MOONWALKER,179.73000000000002,44.932500000000005,27.066309523809526
36,BURT,DUKAKIS,915,TRUMAN CRAZY,121.77000000000001,20.295,27.066309523809526
36,BURT,DUKAKIS,590,MONEY HAROLD,111.80000000000001,15.971428571428573,27.066309523809526
37,VAL,BOLGER,989,WORKING MICROCOSMOS,163.75,32.75,23.157559523809525
37,VAL,BOLGER,253,DRIFTER COMMANDMENTS,141.76,20.25142857142857,23.157559523809525
37,VAL,BOLGER,10,ALADDIN CALENDAR,131.77,16.47125,23.157559523809525
38,TOM,MCKELLEN,501,KISSING DOLLS,147.8,49.26666666666667,28.3859797979798
38,TOM,MCKELLEN,583,MISSION ZOOLANDER,126.82000000000001,25.364,28.3859797979798
38,TOM,MCKELLEN,827,SPICE SORORITY,115.80000000000001,10.52727272727273,28.3859797979798
39,GOLDIE,BRODY,683,PITY BOUND,153.74,30.748,24.206666666666667
39,GOLDIE,BRODY,320,FLAMINGOS CONNECTICUT,139.77,15.530000000000001,24.206666666666667
39,GOLDIE,BRODY,73,BINGO TALENTED,131.71,26.342000000000002,24.206666666666667
40,JOHNNY,CAGE,938,VELVET TERMINATOR,177.74,19.74888888888889,19.188558201058203
40,JOHNNY,CAGE,521,LIES TREATMENT,147.73000000000002,21.104285714285716,19.188558201058203
40,JOHNNY,CAGE,869,SUSPECTS QUILLS,133.70000000000002,16.712500000000002,19.188558201058203
41,JODIE,DEGENERES,159,CLOSER BANG,172.72,28.786666666666665,28.142666666666667
41,JODIE,DEGENERES,86,BOOGIE AMELIE,163.70000000000002,27.283333333333335,28.142666666666667
41,JODIE,DEGENERES,596,MOONSHINE CABIN,141.79,28.357999999999997,28.142666666666667
42,TOM,MIRANDA,865,SUNRISE LEAGUE,170.76,34.152,30.112222222222226
42,TOM,MIRANDA,527,LOLA AGENT,159.76,26.626666666666665,30.112222222222226
42,TOM,MIRANDA,861,SUIT WALLS,147.79,29.558,30.112222222222226
43,KIRK,JOVOVICH,239,DOGMA FAMILY,178.70000000000002,25.528571428571432,39.66730158730159
43,KIRK,JOVOVICH,330,FORRESTER COMANCHEROS,146.73000000000002,48.910000000000004,39.66730158730159
43,KIRK,JOVOVICH,621,NETWORK PEAK,133.69,44.56333333333333,39.66730158730159
44,NICK,STALLONE,902,TRADING PINOCCHIO,147.75,49.25,33.193999999999996
44,NICK,STALLONE,878,TEEN APOLLO,127.83,25.566,33.193999999999996
44,NICK,STALLONE,854,STRANGERS GRAFFITI,123.83,24.766,33.193999999999996
45,REESE,KILMER,767,SCALAWAG DUCK,172.68,34.536,36.30422222222222
45,REESE,KILMER,778,SECRETS PARADISE,152.8,25.46666666666667,36.30422222222222
45,REESE,KILMER,330,FORRESTER COMANCHEROS,146.73000000000002,48.910000000000004,36.30422222222222
46,PARKER,GOLDBERG,174,CONFIDENTIAL INTERVIEW,164.71,82.355,51.330000000000005
46,PARKER,GOLDBERG,768,SCARFACE BANG,120.82000000000001,17.26,51.330000000000005
46,PARKER,GOLDBERG,319,FISH OPUS,108.75,54.375,51.330000000000005
47,JULIA,BARRYMORE,973,WIFE TURN,223.69,37.281666666666666,30.074703703703705
47,JULIA,BARRYMORE,670,PELICAN COMFORTS,188.74,37.748000000000005,30.074703703703705
47,JULIA,BARRYMORE,172,CONEHEADS SMOOCHY,136.75,15.194444444444445,30.074703703703705
48,FRANCES,DAY-LEWIS,267,EAGLES PANKY,152.78,25.463333333333335,26.193472222222223
48,FRANCES,DAY-LEWIS,506,LADY STAGE,118.83,14.85375,26.193472222222223
48,FRANCES,DAY-LEWIS,922,UNDEFEATED DALMATIONS,114.79,38.263333333333335,26.193472222222223
49,ANNE,CRONYN,31,APACHE DIVINE,178.69,44.6725,28.164305555555558
49,ANNE,CRONYN,579,MINDS TRUMAN,149.8,24.96666666666667,28.164305555555558
49,ANNE,CRONYN,506,LADY STAGE,118.83,14.85375,28.164305555555558
50,NATALIE,HOPKINS,897,TORQUE BOUND,198.72,39.744,57.39744444444445
50,NATALIE,HOPKINS,327,FOOL MOCKINGBIRD,175.77,87.885,57.39744444444445
50,NATALIE,HOPKINS,621,NETWORK PEAK,133.69,44.56333333333333,57.39744444444445
51,GARY,PHOENIX,103,BUCKET BROTHERHOOD,180.66,30.11,41.407916666666665
51,GARY,PHOENIX,408,HEAD STRANGER,152.78,76.39,41.407916666666665
51,GARY,PHOENIX,112,CALENDAR GUNFIGHT,141.79,17.72375,41.407916666666665
52,CARMEN,HUNT,879,TELEGRAPH VOYAGE,231.73000000000002,33.104285714285716,29.009428571428572
52,CARMEN,HUNT,596,MOONSHINE CABIN,141.79,28.357999999999997,29.009428571428572
52,CARMEN,HUNT,878,TEEN APOLLO,127.83,25.566,29.009428571428572
53,MENA,TEMPLE,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,23.03825396825397
53,MENA,TEMPLE,518,LIAISONS SWEET,131.78,21.963333333333335,23.03825396825397
53,MENA,TEMPLE,465,INTERVIEW LIAISONS,128.8,25.76,23.03825396825397
54,PENELOPE,PINKETT,764,SATURDAY LAMBS,204.72,22.746666666666666,24.58988888888889
54,PENELOPE,PINKETT,861,SUIT WALLS,147.79,29.558,24.58988888888889
54,PENELOPE,PINKETT,129,CAUSE DATE,128.79,21.465,24.58988888888889
55,FAY,KILMER,403,HARRY IDAHO,195.70000000000002,32.61666666666667,24.075198412698413
55,FAY,KILMER,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,24.075198412698413
55,FAY,KILMER,603,MOVIE SHAKESPEARE,145.74,18.2175,24.075198412698413
56,DAN,HARRIS,893,TITANS JERK,201.71,28.815714285714286,21.034880952380956
56,DAN,HARRIS,892,TITANIC BOONDOCK,154.77,12.8975,21.034880952380956
56,DAN,HARRIS,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,21.034880952380956
57,JUDE,CRUISE,767,SCALAWAG DUCK,172.68,34.536,30.30727777777778
57,JUDE,CRUISE,267,EAGLES PANKY,152.78,25.463333333333335,30.30727777777778
57,JUDE,CRUISE,891,TIMBERLAND SKY,123.69,30.9225,30.30727777777778
58,CHRISTIAN,AKROYD,460,INNOCENT USUAL,191.74,63.913333333333334,35.69015873015873
58,CHRISTIAN,AKROYD,551,MAIDEN HOME,163.76,20.47,35.69015873015873
58,CHRISTIAN,AKROYD,48,BACKLASH UNDEFEATED,158.81,22.687142857142856,35.69015873015873
59,DUSTIN,TAUTOU,702,PULP BEVERLY,136.70000000000002,19.528571428571432,20.9834126984127
59,DUSTIN,TAUTOU,572,METROPOLIS COMA,131.74,21.956666666666667,20.9834126984127
59,DUSTIN,TAUTOU,129,CAUSE DATE,128.79,21.465,20.9834126984127
60,HENRY,BERRY,239,DOGMA FAMILY,178.70000000000002,25.528571428571432,30.43244047619048
60,HENRY,BERRY,31,APACHE DIVINE,178.69,44.6725,30.43244047619048
60,HENRY,BERRY,771,SCORPION APOLLO,168.77,21.09625,30.43244047619048
61,CHRISTIAN,NEESON,767,SCALAWAG DUCK,172.68,34.536,25.963587301587307
61,CHRISTIAN,NEESON,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,25.963587301587307
61,CHRISTIAN,NEESON,518,LIAISONS SWEET,131.78,21.963333333333335,25.963587301587307
62,JAYNE,NEESON,465,INTERVIEW LIAISONS,128.8,25.76,21.779285714285717
62,JAYNE,NEESON,129,CAUSE DATE,128.79,21.465,21.779285714285717
62,JAYNE,NEESON,6,AGENT TRUMAN,126.79,18.112857142857145,21.779285714285717
63,CAMERON,WRAY,893,TITANS JERK,201.71,28.815714285714286,33.690349206349204
63,CAMERON,WRAY,167,COMA HEAD,137.74,45.913333333333334,33.690349206349204
63,CAMERON,WRAY,73,BINGO TALENTED,131.71,26.342000000000002,33.690349206349204
64,RAY,JOHANSSON,307,FELLOWSHIP AUTUMN,149.74,21.391428571428573,19.939781746031745
64,RAY,JOHANSSON,10,ALADDIN CALENDAR,131.77,16.47125,19.939781746031745
64,RAY,JOHANSSON,572,METROPOLIS COMA,131.74,21.956666666666667,19.939781746031745
65,ANGELA,HUDSON,938,VELVET TERMINATOR,177.74,19.74888888888889,22.96420105820106
65,ANGELA,HUDSON,683,PITY BOUND,153.74,30.748,22.96420105820106
65,ANGELA,HUDSON,117,CANDLES GRAPES,128.77,18.395714285714288,22.96420105820106
66,MARY,TANDY,350,GARDEN ISLAND,144.8,48.26666666666667,29.38361111111111
66,MARY,TANDY,706,QUEEN LUKE,136.78,22.796666666666667,29.38361111111111
66,MARY,TANDY,361,GLEAMING JAWBREAKER,136.70000000000002,17.087500000000002,29.38361111111111
67,JESSICA,BAILEY,244,DORADO NOTTING,176.73000000000002,44.182500000000005,57.05527777777778
67,JESSICA,BAILEY,408,HEAD STRANGER,152.78,76.39,57.05527777777778
67,JESSICA,BAILEY,972,WHISPERER GIANT,151.78,50.593333333333334,57.05527777777778
68,RIP,WINSLET,45,ATTRACTION NEWTON,146.76,36.69,28.816888888888887
68,RIP,WINSLET,706,QUEEN LUKE,136.78,22.796666666666667,28.816888888888887
68,RIP,WINSLET,971,WHALE BIKINI,134.82,26.964,28.816888888888887
69,KENNETH,PALTROW,791,SHOW LORD,170.75,85.375,44.52535714285714
69,KENNETH,PALTROW,300,FALCON VOLUME,127.77000000000001,31.942500000000003,44.52535714285714
69,KENNETH,PALTROW,396,HANGING DEEP,113.81,16.25857142857143,44.52535714285714
70,MICHELLE,MCCONAUGHEY,856,STREETCAR INTENTIONS,148.75,21.25,34.95583333333334
70,MICHELLE,MCCONAUGHEY,227,DETAILS PACKER,133.81,66.905,34.95583333333334
70,MICHELLE,MCCONAUGHEY,869,SUSPECTS QUILLS,133.70000000000002,16.712500000000002,34.95583333333334
71,ADAM,GRANT,450,IDOLS SNATCHERS,114.7,14.3375,20.313134920634923
71,ADAM,GRANT,385,GROUNDHOG UNCUT,102.82000000000001,14.68857142857143,20.313134920634923
71,ADAM,GRANT,773,SEABISCUIT PUNK,95.74000000000001,31.913333333333338,20.313134920634923
72,SEAN,WILLIAMS,938,VELVET TERMINATOR,177.74,19.74888888888889,32.26474074074074
72,SEAN,WILLIAMS,865,SUNRISE LEAGUE,170.76,34.152,32.26474074074074
72,SEAN,WILLIAMS,331,FORWARD TEMPLE,128.68,42.89333333333334,32.26474074074074
73,GARY,PENN,45,ATTRACTION NEWTON,146.76,36.69,34.64388888888889
73,GARY,PENN,946,VIRTUAL SPOILERS,117.86,39.28666666666667,34.64388888888889
73,GARY,PENN,77,BIRDS PERDITION,111.82000000000001,27.955000000000002,34.64388888888889
74,MILLA,KEITEL,902,TRADING PINOCCHIO,147.75,49.25,32.757407407407406
74,MILLA,KEITEL,263,DURHAM PANKY,144.74,16.082222222222224,32.757407407407406
74,MILLA,KEITEL,804,SLEEPING SUSPECTS,131.76,32.94,32.757407407407406
75,BURT,POSEY,764,SATURDAY LAMBS,204.72,22.746666666666666,23.825111111111113
75,BURT,POSEY,579,MINDS TRUMAN,149.8,24.96666666666667,23.825111111111113
75,BURT,POSEY,222,DESERT POSEIDON,118.81,23.762,23.825111111111113
76,ANGELINA,ASTAIRE,444,HUSTLER PARTY,190.78,47.695,41.345333333333336
76,ANGELINA,ASTAIRE,95,BREAKFAST GOLDFINGER,109.83,21.966,41.345333333333336
76,ANGELINA,ASTAIRE,760,SAMURAI LION,108.75,54.375,41.345333333333336
77,CARY,MCCONAUGHEY,938,VELVET TERMINATOR,177.74,19.74888888888889,19.22362962962963
77,CARY,MCCONAUGHEY,73,BINGO TALENTED,131.71,26.342000000000002,19.22362962962963
77,CARY,MCCONAUGHEY,694,PREJUDICE OLEANDER,115.80000000000001,11.580000000000002,19.22362962962963
78,GROUCHO,SINATRA,670,PELICAN COMFORTS,188.74,37.748000000000005,32.604190476190475
78,GROUCHO,SINATRA,239,DOGMA FAMILY,178.70000000000002,25.528571428571432,32.604190476190475
78,GROUCHO,SINATRA,767,SCALAWAG DUCK,172.68,34.536,32.604190476190475
79,MAE,HOFFMAN,267,EAGLES PANKY,152.78,25.463333333333335,25.20777777777778
79,MAE,HOFFMAN,776,SECRET GROUNDHOG,116.79,38.93,25.20777777777778
79,MAE,HOFFMAN,141,CHICAGO NORTH,89.84,11.23,25.20777777777778
80,RALPH,CRUZ,941,VIDEOTAPE ARSENIC,178.71,35.742000000000004,30.443545454545458
80,RALPH,CRUZ,979,WITCHES PANIC,173.70000000000002,43.425000000000004,30.443545454545458
80,RALPH,CRUZ,680,PINOCCHIO SIMON,133.8,12.163636363636364,30.443545454545458
81,SCARLETT,DAMON,527,LOLA AGENT,159.76,26.626666666666665,25.685555555555556
81,SCARLETT,DAMON,267,EAGLES PANKY,152.78,25.463333333333335,25.685555555555556
81,SCARLETT,DAMON,579,MINDS TRUMAN,149.8,24.96666666666667,25.685555555555556
82,WOODY,JOLIE,893,TITANS JERK,201.71,28.815714285714286,25.30412698412698
82,WOODY,JOLIE,551,MAIDEN HOME,163.76,20.47,25.30412698412698
82,WOODY,JOLIE,527,LOLA AGENT,159.76,26.626666666666665,25.30412698412698
83,BEN,WILLIS,369,GOODFELLAS SALUTE,209.69,26.21125,21.680046296296297
83,BEN,WILLIS,764,SATURDAY LAMBS,204.72,22.746666666666666,21.680046296296297
83,BEN,WILLIS,263,DURHAM PANKY,144.74,16.082222222222224,21.680046296296297
84,JAMES,PITT,764,SATURDAY LAMBS,204.72,22.746666666666666,44.638888888888886
84,JAMES,PITT,460,INNOCENT USUAL,191.74,63.913333333333334,44.638888888888886
84,JAMES,PITT,843,STEEL SANTA,141.77,47.25666666666667,44.638888888888886
85,MINNIE,ZELLWEGER,869,SUSPECTS QUILLS,133.70000000000002,16.712500000000002,19.047611111111113
85,MINNIE,ZELLWEGER,895,TOMORROW HUSTLER,110.75,18.458333333333332,19.047611111111113
85,MINNIE,ZELLWEGER,216,DAY UNFAITHFUL,109.86,21.972,19.047611111111113
86,GREG,CHAPLIN,893,TITANS JERK,201.71,28.815714285714286,32.42501587301587
86,GREG,CHAPLIN,331,FORWARD TEMPLE,128.68,42.89333333333334,32.42501587301587
86,GREG,CHAPLIN,878,TEEN APOLLO,127.83,25.566,32.42501587301587
87,SPENCER,PECK,48,BACKLASH UNDEFEATED,158.81,22.687142857142856,21.91174603174603
87,SPENCER,PECK,253,DRIFTER COMMANDMENTS,141.76,20.25142857142857,21.91174603174603
87,SPENCER,PECK,706,QUEEN LUKE,136.78,22.796666666666667,21.91174603174603
88,KENNETH,PESCI,908,TRAP GUYS,126.84,18.12,17.151
88,KENNETH,PESCI,304,FARGO GANDHI,111.76,22.352,17.151
88,KENNETH,PESCI,785,SHAWSHANK BUBBLE,109.81,10.981,17.151
89,CHARLIZE,DENCH,103,BUCKET BROTHERHOOD,180.66,30.11,20.866488095238097
89,CHARLIZE,DENCH,117,CANDLES GRAPES,128.77,18.395714285714288,20.866488095238097
89,CHARLIZE,DENCH,162,CLUELESS BUCKET,112.75,14.09375,20.866488095238097
90,SEAN,GUINESS,771,SCORPION APOLLO,168.77,21.09625,31.93208333333334
90,SEAN,GUINESS,838,STAGECOACH ARMAGEDDON,154.74,25.790000000000003,31.93208333333334
90,SEAN,GUINESS,330,FORRESTER COMANCHEROS,146.73000000000002,48.910000000000004,31.93208333333334
91,CHRISTOPHER,BERRY,941,VIDEOTAPE ARSENIC,178.71,35.742000000000004,23.91267724867725
91,CHRISTOPHER,BERRY,48,BACKLASH UNDEFEATED,158.81,22.687142857142856,23.91267724867725
91,CHRISTOPHER,BERRY,25,ANGELS LIFE,119.78,13.30888888888889,23.91267724867725
92,KIRSTEN,AKROYD,103,BUCKET BROTHERHOOD,180.66,30.11,24.512777777777774
92,KIRSTEN,AKROYD,838,STAGECOACH ARMAGEDDON,154.74,25.790000000000003,24.512777777777774
92,KIRSTEN,AKROYD,512,LEAGUE HELLFIGHTERS,105.83,17.638333333333332,24.512777777777774
93,ELLEN,PRESLEY,856,STREETCAR INTENTIONS,148.75,21.25,25.99232323232323
93,ELLEN,PRESLEY,680,PINOCCHIO SIMON,133.8,12.163636363636364,25.99232323232323
93,ELLEN,PRESLEY,621,NETWORK PEAK,133.69,44.56333333333333,25.99232323232323
94,KENNETH,TORN,551,MAIDEN HOME,163.76,20.47,26.837222222222223
94,KENNETH,TORN,775,SEATTLE EXPECATIONS,163.75,27.291666666666668,26.837222222222223
94,KENNETH,TORN,989,WORKING MICROCOSMOS,163.75,32.75,26.837222222222223
95,DARYL,WAHLBERG,551,MAIDEN HOME,163.76,20.47,23.918333333333337
95,DARYL,WAHLBERG,35,ARACHNOPHOBIA ROLLERCOASTER,114.76,14.345,23.918333333333337
95,DARYL,WAHLBERG,294,EXPECATIONS NATURAL,110.82000000000001,36.940000000000005,23.918333333333337
96,GENE,WILLIS,244,DORADO NOTTING,176.73000000000002,44.182500000000005,30.825436507936512
96,GENE,WILLIS,846,STING PERSONAL,159.79,22.827142857142857,30.825436507936512
96,GENE,WILLIS,778,SECRETS PARADISE,152.8,25.46666666666667,30.825436507936512
97,MEG,HAWKE,518,LIAISONS SWEET,131.78,21.963333333333335,22.925515873015872
97,MEG,HAWKE,755,SABRINA MIDNIGHT,126.79,31.6975,22.925515873015872
97,MEG,HAWKE,370,GORGEOUS BINGO,105.81,15.115714285714287,22.925515873015872
98,CHRIS,BRIDGES,985,WONDERLAND CHRISTMAS,148.78,29.756,21.074321428571427
98,CHRIS,BRIDGES,734,ROAD ROXANNE,130.81,16.35125,21.074321428571427
98,CHRIS,BRIDGES,710,RAGE GAMES,119.81,17.115714285714287,21.074321428571427
99,JIM,MOSTEL,572,METROPOLIS COMA,131.74,21.956666666666667,15.915
99,JIM,MOSTEL,512,LEAGUE HELLFIGHTERS,105.83,17.638333333333332,15.915
99,JIM,MOSTEL,414,HELLFIGHTERS SIERRA,97.80000000000001,8.15,15.915
